name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Lille,2022-01-11,4.2,0.2,1.7,0.5,-3.9,-1.8,0.6,92.8,0,0,0,,0,0,31.4,18,160,1032.3,86.1,7,27.8,2.4,2,10,2022-01-11T08:45:51,2022-01-11T17:05:50,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,E6728,07015099999"
Lille,2022-01-12,5.7,0.9,3,4.8,-2,1.6,2.8,98.8,0.803,100,41.67,"rain,snow",0,0,16.5,9.3,129.4,1039.3,99.9,1.8,20.1,1.7,1,10,2022-01-12T08:45:13,2022-01-12T17:07:15,0.32,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,E6728,AT575,07015099999"
Lille,2022-01-13,2.9,0,1.1,2.1,-2.4,0.2,1.1,100,0.19,100,4.17,"rain,snow",0,0,12.9,7.6,161.3,1041.3,86.5,0.4,32.6,2.9,2,10,2022-01-13T08:44:33,2022-01-13T17:08:41,0.35,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-01-14,9.8,-1.8,2.4,9.8,-1.8,1.7,1.8,96.3,0.361,100,8.33,"rain,snow",0,0,17.8,12.6,67.3,1036.1,49,2,26,2.3,2,10,2022-01-14T08:43:50,2022-01-14T17:10:10,0.38,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,E6728,07015099999"
Lille,2022-01-15,4.9,-2,1.4,3.8,-3.5,-0.7,1.2,98.8,0.182,100,4.17,"rain,snow",0,0,18,12.7,113.1,1027.7,87,1,30.8,2.6,2,10,2022-01-15T08:43:03,2022-01-15T17:11:40,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"06414099999,06434099999,06432099999,F2929,06400099999,LFQQ,E6728,07015099999"
Lille,2022-01-16,5.8,-1.9,2.6,3.7,-4.8,0,2.3,98,0.429,100,16.67,"rain,snow",0,0,24.1,16.4,202.4,1027.1,92.3,3.6,17.1,1.4,1,10,2022-01-16T08:42:14,2022-01-16T17:13:11,0.45,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"06414099999,06432099999,F2929,06400099999,LFQQ,07015099999"
Lille,2022-01-17,7.8,1.2,4.1,5,-0.7,2,3.5,96.2,0.006,100,4.17,rain,0,0,24,16.4,263,1036.3,66.6,4.3,36.3,3,3,10,2022-01-17T08:41:23,2022-01-17T17:14:44,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06414099999,06432099999,F2929,D8013,06400099999,LFQQ,E6728,07015099999"
Lille,2022-01-18,6.1,-0.1,3.9,5,-0.8,2.6,3.5,97.5,0,0,0,,0,0,18.2,12.8,30.9,1037.6,92.2,3.3,22.1,1.9,1,10,2022-01-18T08:40:28,2022-01-18T17:16:18,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"06414099999,06432099999,F2929,D8013,06400099999,LFQQ,07015099999"
Lille,2022-01-19,7,1,4.1,4.3,-0.6,2.1,3.4,95,0.807,100,20.83,"rain,snow",0,0,28.1,14.9,247,1027.1,94.6,6.3,14.8,1.3,1,10,2022-01-19T08:39:31,2022-01-19T17:17:53,0.55,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"06414099999,06432099999,F2929,06400099999,LFQQ,07015099999"
Lille,2022-01-20,6,1.9,3.3,2.3,-1.9,-0.1,1.6,88.7,0.539,100,37.5,rain,0,0,46.3,21.9,307.9,1031.6,80.8,16.1,27.2,2.3,2,10,2022-01-20T08:38:31,2022-01-20T17:19:30,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06400099999,LFQQ,E6728,07015099999"
Lille,2022-01-21,6.8,1,3.7,4,-2.5,0.7,1.9,88.3,0.225,100,25,"rain,snow",0,0,35.1,20.3,289.2,1036.6,90.1,17,36,3.1,2,10,2022-01-21T08:37:28,2022-01-21T17:21:08,0.62,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"06414099999,06432099999,F2929,06400099999,LFQQ,07015099999"
Lille,2022-01-22,5.1,4.2,4.8,3.8,1.5,2.3,3,88.2,0,0,0,,0,0,27.3,14.8,264.5,1036.4,100,7.9,16.7,1.5,1,10,2022-01-22T08:36:23,2022-01-22T17:22:46,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"06414099999,06432099999,F2929,06400099999,LFQQ,07015099999"
Lille,2022-01-23,5.1,3.9,4.4,5,1.2,2.9,2.2,85.7,0,0,0,rain,0,0,20.3,12.6,135.5,1035.5,100,7.9,16.1,1.4,1,10,2022-01-23T08:35:16,2022-01-23T17:24:26,0.69,Overcast,Cloudy skies throughout the day.,cloudy,"06414099999,06432099999,F2929,06400099999,LFQQ,07015099999"
Lille,2022-01-24,6,0.1,3.1,4.5,-2.4,0.8,0.7,85,0,0,0,,0,0,21.8,12.6,58.9,1033.5,46.4,8.2,48.8,4.1,3,10,2022-01-24T08:34:06,2022-01-24T17:26:07,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06414099999,06434099999,06432099999,F2929,06400099999,LFQQ,E6728,07015099999"
Lille,2022-01-25,0.9,-2.8,-0.3,0.9,-3.9,-2.2,-0.6,97.9,0.188,100,8.33,"rain,snow",0,0,16.6,10.9,55.5,1033.8,63.7,1.2,28.5,2.4,1,10,2022-01-25T08:32:53,2022-01-25T17:27:48,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,06400099999,LFQQ,07010099999,07015099999"
Lille,2022-01-26,4.7,0.2,2.6,2.1,-1.8,0.1,1.3,91.6,0,0,0,,0,0,25.7,16.5,228.1,1033.4,100,6,17.5,1.6,1,10,2022-01-26T08:31:38,2022-01-26T17:29:30,0.8,Overcast,Cloudy skies throughout the day.,cloudy,"06414099999,06434099999,06432099999,F2929,06400099999,LFQQ,E6728,AT575,F8060,07015099999"
Lille,2022-01-27,8.9,2.2,6.2,6.6,-1.6,3,5.1,92.8,0.956,100,20.83,rain,0,0,44.4,27.5,236.7,1028.5,77.8,7.8,17.3,1.5,1,10,2022-01-27T08:30:21,2022-01-27T17:31:13,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06400099999,LFQQ,E6728,07015099999"
Lille,2022-01-28,9.7,0.2,4.3,7.6,-3.3,1.6,3.2,92.7,0.183,100,4.17,rain,0,0,31.7,20.5,234,1034.8,49.5,7.1,51.3,4.5,3,10,2022-01-28T08:29:02,2022-01-28T17:32:56,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06414099999,06434099999,06432099999,F2929,06400099999,LFQQ,07015099999"
Lille,2022-01-29,11.8,5.8,8.9,11.8,2.2,6.9,7.5,91.1,0.557,100,25,rain,0,0,61.8,40.3,244.5,1028.7,94.4,14.3,26.2,2.3,2,10,2022-01-29T08:27:41,2022-01-29T17:34:40,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,D8013,LFQQ,07010099999,07015099999"
Lille,2022-01-30,8.7,0.2,4.9,7.2,-2.9,2.4,2,82.2,0,0,0,,0,0,29.3,18.2,259.9,1030.1,35.1,14.9,56.5,4.9,4,10,2022-01-30T08:26:17,2022-01-30T17:36:24,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06414099999,06434099999,06407099999,06432099999,F2929,LFQQ,E6728,07010099999,07015099999"
Lille,2022-01-31,7.8,1.9,5.7,4.2,-1.7,1,0.7,70.8,1.074,100,20.83,rain,0,0,66.2,44.4,290.2,1019.5,77.3,20.2,34.5,3,2,10,2022-01-31T08:24:51,2022-01-31T17:38:09,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,06400099999,LFQQ,07015099999"
Lille,2022-02-01,10.9,0.9,6.6,10.9,-3.3,3.6,5,89.7,0.618,100,29.17,rain,0,0,51.5,35,253.6,1020.7,82.9,14.3,31.7,2.6,2,10,2022-02-01T08:23:23,2022-02-01T17:39:54,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06414099999,06432099999,F2929,06400099999,LFQQ,E6728,07015099999"
Lille,2022-02-02,11,8.1,9.5,11,4.8,7.6,7.6,87.7,0.028,100,8.33,rain,0,0,44.4,27.5,264.9,1022,97.6,20.9,22.5,1.9,1,10,2022-02-02T08:21:54,2022-02-02T17:41:40,0.04,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06414099999,06432099999,F2929,06400099999,LFQQ,E6728,AT575,07015099999"
Lille,2022-02-03,8,7,7.5,5.3,3.6,4.5,5.4,86.6,0.012,100,8.33,rain,0,0,37.1,22.3,207.5,1017.3,100,17.6,15.3,1.4,1,10,2022-02-03T08:20:22,2022-02-03T17:43:25,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06414099999,06432099999,F2929,06400099999,LFQQ,07015099999"
Lille,2022-02-04,9.1,3.2,6.6,5.1,-0.9,2.9,4.5,86.4,0.696,100,25,rain,0,0,63,42,221,1012.9,89.5,19.7,25.4,2.2,2,10,2022-02-04T08:18:49,2022-02-04T17:45:11,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06414099999,06434099999,06432099999,F2929,06400099999,LFQQ,07015099999"
Lille,2022-02-05,8.9,1.8,5.4,5.2,-2,1.8,2.1,80.2,0,0,0,,0,0,57,33.3,224.6,1021.1,41.4,20.2,55.9,4.9,4,10,2022-02-05T08:17:13,2022-02-05T17:46:58,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"06414099999,06432099999,F2929,06400099999,LFQQ,E6728,07015099999"
Lille,2022-02-06,10.8,6.9,9.2,10.8,2,5.9,6,80.5,4.935,100,50,rain,0,0,87,47.6,248.6,1009.2,95.6,19,25.4,2.2,2,10,2022-02-06T08:15:36,2022-02-06T17:48:44,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06434099999,06432099999,F2929,06400099999,LFQQ,E6728,07015099999"
Lille,2022-02-07,9,1.2,5.7,6.3,-2.1,2.2,1.1,72.9,0.043,100,8.33,rain,0,0,72,46.2,265.9,1024.7,42.4,21.2,85.6,7.5,4,10,2022-02-07T08:13:57,2022-02-07T17:50:30,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06400099999,LFQQ,07015099999"
Lille,2022-02-08,10.8,7.1,9.2,10.8,4.2,7.3,7.6,89.5,0.204,100,8.33,rain,0,0,41.8,25.5,229.1,1029.2,99.2,23.1,23.1,1.8,1,10,2022-02-08T08:12:17,2022-02-08T17:52:17,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06414099999,06432099999,F2929,06400099999,LFQQ,E6728,06428099999,07015099999"
Lille,2022-02-09,11.7,6,9,11.7,4.8,7.2,6.6,85.1,0.009,100,4.17,rain,0,0,36.5,20.5,205.1,1026,97.3,16.4,48.1,4.1,4,10,2022-02-09T08:10:35,2022-02-09T17:54:03,0.27,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,E6728,07015099999"
Lille,2022-02-10,8.7,3.1,6,6.3,-0.2,4,4.9,92.7,1.952,100,37.5,rain,0,0,32.9,18.2,253.5,1022,95.2,10.5,23.5,2.2,1,10,2022-02-10T08:08:51,2022-02-10T17:55:50,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-02-11,8,0.1,3.7,6.8,-2.1,1.2,0.1,79,0.002,100,4.17,rain,0,0,32.7,18.3,277.4,1031.2,37.6,19.2,85.7,7.3,4,10,2022-02-11T08:07:06,2022-02-11T17:57:36,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-02-12,7,-1,2.4,3.1,-4.2,-0.8,-1.1,78.7,0.179,100,4.17,rain,0,0,49.4,31.3,161.1,1026.7,33.9,14.4,89.7,7.7,4,10,2022-02-12T08:05:19,2022-02-12T17:59:22,0.36,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,AT575,07015099999"
Lille,2022-02-13,10.8,0.9,5.5,10.8,-4.1,2,1.3,75.1,0.005,100,4.17,rain,0,0,55.1,34.9,166.8,1009.6,61.7,18.5,64.5,5.5,3,10,2022-02-13T08:03:31,2022-02-13T18:01:09,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-02-14,11,5.8,8.9,11,2.8,6.8,5.3,78.3,1.023,100,29.17,rain,0,0,62.4,41.5,208.7,1001.1,93,24.1,61.8,5.4,4,10,2022-02-14T08:01:41,2022-02-14T18:02:55,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-02-15,10,3.2,6.9,6.6,-0.4,3.4,4.8,87.3,2.489,100,33.33,rain,0,0,56.9,36.7,210.6,1010.1,76.6,19.3,60.2,5.2,3,10,2022-02-15T07:59:50,2022-02-15T18:04:41,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-02-16,13.7,8.9,11.5,13.7,5.1,10.2,9.9,90.3,4.834,100,54.17,rain,0,0,89.3,57,227.3,1000.8,99.4,15.9,32.3,2.5,2,10,2022-02-16T07:57:58,2022-02-16T18:06:27,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,E6728,07015099999"
Lille,2022-02-17,12.8,8.9,10.6,12.8,5.4,9.3,5.3,70.3,0.722,100,20.83,rain,0,0,101.1,62.1,256,1008.7,84.8,11.4,92.1,7.9,5,10,2022-02-17T07:56:05,2022-02-17T18:08:12,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,E6728,07015099999"
Lille,2022-02-18,12.8,6.1,9.3,12.8,0.9,6.7,4.6,73.5,0.225,100,41.67,rain,0,0,121.4,81,225,1002.9,93.4,14.6,41.2,3.6,3,10,2022-02-18T07:54:10,2022-02-18T18:09:58,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-02-19,9.1,2.1,6.2,5,-2.3,1.6,1.9,74.5,0.344,100,33.33,rain,0,0,78.1,51.1,224.6,1012.9,60.1,19.3,62.6,5.4,4,10,2022-02-19T07:52:14,2022-02-19T18:11:43,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-02-20,12,7.7,10.1,12,3.9,8.4,7.3,82.7,2.965,100,62.5,rain,0,0,80.7,55,226.9,1008.5,92.3,12.9,20.7,1.8,1,10,2022-02-20T07:50:17,2022-02-20T18:13:28,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,E6728,F8060,07015099999"
Lille,2022-02-21,10.7,5,7.7,10.7,-0.5,3.6,2.5,69.7,1.09,100,25,rain,0,0,76.9,51.3,266.8,1007.9,80.8,18.3,33.8,2.9,2,10,2022-02-21T07:48:19,2022-02-21T18:15:12,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,E6728,07015099999"
Lille,2022-02-22,12.7,3.8,8.2,12.7,0.7,6.2,6,86.4,0.547,100,16.67,rain,0,0,65.7,44.1,239.5,1020.1,79.3,12.5,34,2.9,1,10,2022-02-22T07:46:20,2022-02-22T18:16:57,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-02-23,11.8,1.1,6.7,11.8,-0.5,5.1,3,78.8,0.005,100,4.17,rain,0,0,49.3,31.4,207.1,1024,38.6,16.9,94.8,8.2,5,10,2022-02-23T07:44:20,2022-02-23T18:18:41,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-02-24,10,3.1,6.6,6.3,-1.1,2.7,2.4,74.6,2.226,100,25,rain,0,0,87.2,40,223.7,1013.7,76.4,21.5,57.9,4.7,4,10,2022-02-24T07:42:19,2022-02-24T18:20:25,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-02-25,9.7,1,4.9,6,-2.5,1.6,0.7,75.4,0.189,100,12.5,rain,0,0,49.8,33.2,262.5,1025.1,37.2,20,94.8,8.2,5,10,2022-02-25T07:40:17,2022-02-25T18:22:09,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06432099999,F2929,D8013,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-02-26,9.9,-1,3.5,7.8,-2.8,2,-0.2,79.3,0,0,0,,0,0,28.9,18.2,117.1,1032.6,4.2,12.4,134.8,11.5,5,10,2022-02-26T07:38:14,2022-02-26T18:23:52,0.85,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-02-27,10.8,-1,4.4,10.8,-4.7,1.6,-2.1,64.3,0,0,0,,0,0,35.1,23.8,117.9,1028,0,19.8,143.3,12.3,6,10,2022-02-27T07:36:10,2022-02-27T18:25:35,0.88,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06434099999,06407099999,06432099999,F2929,06400099999,06428099999,LFQQ,07010099999,07015099999"
Lille,2022-02-28,10.1,-0.1,4.6,10.1,-4.2,2,-1.9,64.2,0,0,0,,0,0,31.4,20,150.4,1028.2,11.4,16.3,139.6,12.1,6,10,2022-02-28T07:34:06,2022-02-28T18:27:18,0.92,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06434099999,06407099999,F2929,06432099999,06400099999,LFQQ,07010099999,06428099999,07015099999"
Lille,2022-03-01,9.8,2.8,6.1,9,0.6,4.6,1.4,72.5,0.037,100,12.5,rain,0,0,17.9,11,129.3,1026.5,97.7,11.2,42.2,3.6,2,10,2022-03-01T07:32:01,2022-03-01T18:29:00,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06414099999,06434099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-02,11,5.8,7.7,11,3.8,6.3,1.5,66.3,0.583,100,25,rain,0,0,21.8,14.5,63.4,1021.9,88.4,10.2,65.4,5.6,3,10,2022-03-02T07:29:55,2022-03-02T18:30:42,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-03,14.7,3.8,8.3,14.7,1.6,7.4,2.9,68.9,0.027,100,4.17,rain,0,0,20.3,11,106,1016.7,60.7,9.1,130.5,11.2,5,10,2022-03-03T07:27:48,2022-03-03T18:32:24,0.02,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-04,13.7,2,7.3,13.7,0.6,6.7,0.7,64.2,0,0,0,,0,0,20.1,12.6,116.3,1018.4,32.7,9.4,127.1,10.9,5,10,2022-03-04T07:25:41,2022-03-04T18:34:06,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-05,11,2.9,6.4,11,-0.8,5.1,3.7,83.9,0,0,0,,0,0,33,20.2,346.6,1020,60.9,3.7,116.4,10.1,5,10,2022-03-05T07:23:33,2022-03-05T18:35:47,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-06,7.1,0.2,3.3,3.1,-5.1,-1,-1.7,71,0,0,0,,0,0,42,25.8,27.2,1024.6,10.8,9.6,142.4,12.2,5,10,2022-03-06T07:21:24,2022-03-06T18:37:29,0.12,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-07,5.9,-1,2.1,1.6,-5.7,-2.3,-4.4,63.6,0,0,0,,0,0,47.2,27.4,61.5,1024.3,7.2,13.9,160.7,13.9,6,10,2022-03-07T07:19:15,2022-03-07T18:39:09,0.15,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-08,10.8,-1.9,3.8,10.8,-6.6,0.7,-4.4,56.6,0,0,0,,0,0,36.6,22.1,122.5,1018.7,1,12.1,160.3,13.7,6,10,2022-03-08T07:17:06,2022-03-08T18:40:50,0.18,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-09,14.8,1.1,7.2,14.8,-2.5,5.5,0.3,61.9,0,0,0,,0,0,34.9,20.3,148.1,1020.2,8.2,11.2,156,13.4,6,10,2022-03-09T07:14:56,2022-03-09T18:42:30,0.22,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-10,16.8,2.9,9.2,16.8,-0.1,7.7,2.3,62.9,0,0,0,,0,0,36.5,22.1,131.1,1019.8,19.2,10.5,160.3,13.8,6,10,2022-03-10T07:12:45,2022-03-10T18:44:10,0.25,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,AT575,07015099999"
Lille,2022-03-11,14.8,4.8,9.2,14.8,1.6,7.6,3.8,69.8,0.447,100,20.83,rain,0,0,59.7,33.1,141.4,1010.9,44,13.9,106.5,9.1,5,10,2022-03-11T07:10:34,2022-03-11T18:45:50,0.28,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"06414099999,06432099999,F2929,D8013,06400099999,06428099999,LFQQ,AT575,07015099999"
Lille,2022-03-12,11.9,6.9,9.3,11.9,3.9,7.4,6.1,80.8,0.021,100,4.17,rain,0,0,45.3,27.2,160.2,1013.4,69.8,22.1,104.5,9,5,10,2022-03-12T07:08:23,2022-03-12T18:47:30,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-13,14.1,8.2,10.4,14.1,5.1,8.4,6,75.5,0.758,100,33.33,rain,0,0,55.6,33.1,157.6,1011.2,86.6,17.2,125.1,10.8,6,10,2022-03-13T07:06:11,2022-03-13T18:49:09,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06414099999,06434099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-14,13.8,5.8,9.4,13.8,3.3,8.2,5.6,78.8,0.427,100,8.33,rain,0,0,34.6,22.1,204.1,1023.9,82.6,16.1,120.7,10.4,6,10,2022-03-14T07:04:00,2022-03-14T18:50:48,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-15,12,6.8,8.9,12,4.2,7.8,5.9,82,0.18,100,16.67,rain,0,0,29,16.3,109.3,1023.5,89.2,19,59.3,5.1,3,10,2022-03-15T07:01:47,2022-03-15T18:52:27,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06414099999,06434099999,06407099999,06432099999,F2929,06400099999,06428099999,LFQQ,07010099999,07015099999"
Lille,2022-03-16,12.7,6,9.2,12.7,3.7,8.3,7.4,88.6,0,0,0,,0,0,29.4,18.2,130.8,1019.9,69.8,7.9,55.6,4.6,2,10,2022-03-16T06:59:35,2022-03-16T18:54:06,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,AT575,07015099999"
Lille,2022-03-17,11.1,5.7,8.7,11.1,3.4,6.9,3.2,69.7,0.013,100,8.33,rain,0,0,53.3,29.4,301.9,1030.1,50.6,20.5,99.7,8.7,5,10,2022-03-17T06:57:22,2022-03-17T18:55:45,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-18,14.7,0,8.3,14.7,-0.5,7.7,0.6,60.6,0.184,100,8.33,rain,0,0,45.8,31.3,47.2,1040.7,0.2,15.4,188.3,16.3,6,10,2022-03-18T06:55:09,2022-03-18T18:57:23,0.5,Rain,Clear conditions throughout the day with rain clearing later.,rain,"06414099999,06434099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-19,14.9,5.2,10,14.9,2,8,-0.3,51.5,0,0,0,,0,0,60.2,40.1,60.8,1036.6,0,19.2,192,16.5,7,10,2022-03-19T06:52:56,2022-03-19T18:59:01,0.54,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-20,10,2.8,5.7,9.3,-0.5,3.7,-0.6,64.8,0.021,100,8.33,rain,0,0,38.6,20.3,54,1027.9,31.7,14.3,97.8,8.6,5,10,2022-03-20T06:50:43,2022-03-20T19:00:39,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-21,17.9,1,9.1,17.9,-1.3,8.6,3,67,0,0,0,rain,0,0,28.6,12.7,118.4,1028.9,15.8,10,172.6,14.8,6,10,2022-03-21T06:48:30,2022-03-21T19:02:17,0.61,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
Lille,2022-03-22,19.7,6,12.5,19.7,4.6,12.2,4.1,59,0,0,0,,0,0,29.2,12.7,125.5,1029.4,14.8,11.8,178.8,15.2,6,10,2022-03-22T06:46:16,2022-03-22T19:03:55,0.65,Clear,Clear conditions throughout the day.,clear-day,"06414099999,06432099999,F2929,06400099999,06428099999,LFQQ,07015099999"
